v1,v2,,,
spam,"URGENT! Last weekend's draw shows that you have won �1000 cash or a Spanish holiday! CALL NOW 09050000332 to claim. T&C: RSTM, SW7 3SS. 150ppm",,,
ham,Ok lor.,,,
ham,I thought slide is enough.,,,
ham,Yup,,,
ham,Well obviously not because all the people in my cool college life went home ;_;,,,
ham,Ok lor �_ reaching then message me.,,,
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?,,,
ham,Dhoni have luck to win some big title.so we will win:),,,
ham,Yes princess! I want to please you every night. Your wish is my command...,,,
ham,What Today-sunday..sunday is holiday..so no work..,,,
ham,No probably  &lt;#&gt; %.,,,
ham,Really do hope the work doesnt get stressful. Have a gr8 day.,,,
ham,Have you seen who's back at Holby?!,,,
ham,Shall call now dear having food,,,
spam,URGENT We are trying to contact you Last weekends draw shows u have won a �1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,,,
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time... ,,,
ham,", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",,,
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(,,,
ham,Ofcourse I also upload some songs,,,
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out,,,
ham,K. I will sent it again,,,
ham,Oh thanks a lot..i already bought 2 eggs ..,,,
ham,K. I will sent it again,,,
ham,U studying in sch or going home? Anyway i'll b going 2 sch later.,,,
spam,Marvel Mobile Play the official Ultimate Spider-man game (�4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,,,
ham,I think if he rule tamilnadu..then its very tough for our people.,,,
ham,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",,,
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",,,
ham,Yes... I trust u to buy new stuff ASAP so I can try it out,,,
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",,,
ham,Why did I wake up on my own &gt;:(,,,
ham,Now get step 2 outta the way. Congrats again.,,,
ham,Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night,,,
spam,PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,,,
ham,Apo all other are mokka players only,,,
ham,"Perhaps * is much easy give your account identification, so i will tomorrow at UNI",,,
ham,Wait . I will msg after  &lt;#&gt;  min.,,,
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,,,
ham,God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,,,
ham,I want to be inside you every night...,,,
ham,"Machan you go to gym tomorrow,  i wil come late goodnight.",,,
ham,Lol they were mad at first but then they woke up and gave in.,,,
ham,I went to project centre,,,
ham,"It���s reassuring, in this crazy world.",,,
ham,"Just making dinner, you ?",,,
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,,,
ham,Oh... Okie lor...We go on sat... ,,,
ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,,,
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...",,,
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,,,
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",,,
ham,Can you pls send me that company name. In saibaba colany,,,
ham,No. I dont want to hear anything,,,
ham,You are a big chic. Common. Declare,,,
ham,Thats cool. I want to please you...,,,
ham,Going to join tomorrow.,,,
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p�3.99,,,
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,,,
ham,"Total disappointment, when I texted you was the craziest shit got :(",,,
ham,Its just the effect of irritation. Just ignore it,,,
ham,What about this one then.,,,
ham,I think that tantrum's finished so yeah I'll be by at some point,,,
ham,Compliments to you. Was away from the system. How your side.,,,
ham,happened here while you were adventuring,,,
ham,"Hey chief, can you give me a bell when you get this. Need to talk to you about this royal visit on the 1st june. ",,,
ham,Ok which your another number,,,
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
ham,Aiyah ok wat as long as got improve can already wat...,,,
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,,,
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,,,
ham,Just sleeping..and surfing,,,
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O �250 3 WANT �800,,,
ham,Yeah it's jus rite...,,,
ham,Armand says get your ass over to epsilon,,,
ham,U still havent got urself a jacket ah?,,,
ham,"I'm taking derek &amp; taylor to walmart, if I'm not back by the time you're done just leave the mouse on my desk and I'll text you when priscilla's ready",,,
ham,Hi its in durban are you still on this number,,,
ham,Ic. There are a lotta childporn cars then.,,,
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",,,
ham,"No, I was trying it all weekend ;V",,,
ham,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",,,
ham,"Cool, what time you think you can get here?",,,
ham,Wen did you get so spiritual and deep. That's great,,,
ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with,,,
ham,Hahaha..use your brain dear,,,
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,,,
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,,,
ham,Yes i have. So that's why u texted. Pshew...missing you so much,,,
ham,No. I meant the calculation is the same. That  &lt;#&gt; units at  &lt;#&gt; . This school is really expensive. Have you started practicing your accent. Because its important. And have you decided if you are doing 4years of dental school or if you'll just do the nmde exam.,,,
ham,"Sorry, I'll call later",,,
ham,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,,,
ham,Anything lor. Juz both of us lor.,,,
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.,,,
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,,,
ham,Ard 6 like dat lor.,,,
ham,Why don't you wait 'til at least wednesday to see if you get your .,,,
ham,Huh y lei...,,,
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",,,
spam,"This is the 2nd time we have tried 2 contact u. U have won the �750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",,,
ham,Will �_ b going to esplanade fr home?,,,
ham,"Pity, * was in mood for that. So...any other suggestions?",,,
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,,,
ham,Rofl. Its true to its name,,,
spam,CONGRATULATIONS! FREE 2GB data is yours! Claim on Airtel Thanks App Now. Hurry i.airtel.in/e/csl_ml_2GB,,,
spam,"Hi! Thank you for being with Vi-India's FASTEST 4G, Ookla-verified. We'd love to improve ourselves! Click http://bit.ly/3uU8D31 to share your feedback.",,,
spam,"As part of Cyber Swachhta Pakhwada, CERT-In GoI advises you to keep your digital devices bot free. Get bot removal tool at https://www.csk.gov.in",,,
ham,I will try to manage took tablets,,,
spam,Study from Home with Vi!! Watch Kite Victers Channel FREE on your Mobile with Vi . Download Vi Movies and TV app now . Click bit.ly/Vi-kite2,,,
ham,Get it fixed asap,,,
ham,?image omitted,,,
ham,Not sure if I can join by tomorrow morning,,,
spam,"Hi, [1] new Home Loan offer for you | Rates start as low as 6.75% | EMIs from Rs. 649/lakh. Apply now. TnC apply bnkbzr.co/o68urxqDiB",,,
spam,"The summer heat is here ! Get your AC, Air Cooler or Fridge now and pay later at no cost using Federal Bank Debit Card EMI ! Click https://fdrl.in/t/dPmgHO for the latest offers -Federal Bank",,,
spam,Don't let security concerns ruin your travel plans! Get Airtel Xsafe- Wi-Fi enabled surveillance solution that sends real time alerts. Order now and get FREE installation i.airtel.in/PreEye,,,
spam,"Rs299 recharged! Enjoy Unlimited Calls+4GB/Day+100SMS/Day. Valid for 28 Days.Your 1 yr ZEE5 Premium subscription credited! To activate, click bit.ly/ViZee5Offer",,,
ham,Hi,,,
spam,You're just 1 step away from FREE router! Get Airtel Xstream Fiber & enjoy up to 1 Gbps speeds on all your devices! Plans starting at just Rs 499! i.airtel.in/Exclusiveoffer,,,
ham,Start discussing on topics,,,
ham,"Happy 2021 to one and all. May all the obstructions and constraints be removed, may you have clarity and peace of mind and a healthy body in the new year",,,
ham,I am working infront of ac now,,,
ham,Fortunately buying PAYTM this week has turned out to be profitable,,,
spam,This diwali let's do big savings. Get 75% off on salary withdrawals upto ?3000. Offer valid 25th Oct-13th Nov. Sign up now weurl.co/wiroNb Team Refyne,,,
ham,Msg sent by mistake,,,
ham,"Learning makes people grow continuously, and only with enough knowledge can you gain a firm foothold in this market. No matter which field you are in, you need to keep learning. Knowledge is the capital for you to accumulate wealth.",,,
ham,Yes the trend is consistently upward After all we're making a profit,,,
ham,Is the assistantÃ¢ÂÂs sharing tonight or tomorrow night,,,
ham,I bought 200 shares,,,
ham,Good evening everyoneÃ°ÂÂÂÃ°ÂÂÂ¼,,,
spam,THE BIG BULL starring Abhishek Bachchan dekhiye Disney+ Hotstar VIP par. Vi ke naye 401 recharge pe paiye 1yr Disney+ Hotstar VIP & 100GB data (3GB/day +16GB) + Unlimited Calls; 28days. Click bit.ly/ViHotstar1,,,
spam,"Biggest Diwali Offers@ VISHAL Mixer Grinder 3Jar(Mrp 2499) 45%OFF- Rs 1374 ONLY TODAY + FREE-VIP Trolley,Duffle Bag + 7.5% SBI Cashback TnC",,,
spam,"Don't miss out on FREE rewards on Airtel Thanks App. To claim your rewards, visit i.airtel.in/Thanks_rewards",,,
ham,"The index adjustment usually follows a gradual inclusion process, and the inflow of funds is also carried out in stages",,,
ham,Hi Team,,,
ham,Hi team,,,
ham,"Haha, anyway, the professor will compensate, so I'm not afraid. If we can make a profit, that's the best outcome. At least we won't make the professor spend moneyÃ¢ÂÂwe'll earn from the market",,,
ham,I love it when Mr Arvind Singh Shares his skills and learns more about making money,,,
ham,Please open a ticket with it support ; what else we can do ?,,,
ham,location,,,
spam,"Dear Customer, Exclusive Offer! Get 5% Unlimited Cashback with Flipkart Axis Bank Credit Card. Apply now for a Rs.1000* Gift Card> http://fkrt.it/Y4frc9NNNN",,,
spam,Come back to Lenskart & Avail SPECIAL Holi Offers +50% Cashback - Buy1Get1 with Gold Membership - 2Adult+2Kids at Rs.4000 - Lens upgrade starting Rs.1250 TnC,,,
spam,Friday of the year you're eagerly waiting for is finally here! PANTALOONS BLACK FRIDAY SALE is back from 24-27 NOV! Get your whishlist shopped with FLAT 25% OFF on our exclusive merchandise. Visit ur nearby Pantaloons store or Shop online tltx.in/oykJG TC. offer on select range,,,
spam,Dunzo Daily is now live in your neighbourhood! Get all groceries delivered fresh & fast in 35 mins & enjoy the Just Launched Sale! Click: http://bit.ly/DunzoApp,,,
ham,Join from,,,
ham,Disconnecting again and again,,,
ham,Just waiting for the assistant's notification,,,
